Season,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,PlayerID,
2021-22,Michael Hutchinson,31,TOR,G,2,1,0,1,0,6,42,36,0.857,4.57,0,78.71666667,0,0,0,154,-2.1,4.57,0,0,0,0,0,,hutchmi01,
2021-22,Josef Korenar,24,ARI,G,2,0,0,0,0,3,35,32,0.914,2.56,0,70.3,0,,0,92,0.3,2.56,0.2,0,0,0,0,,korenjo01,
2021-22,Adam Huska,24,NYR,G,1,1,0,1,0,7,39,32,0.821,7.04,0,59.7,0,0,1,193,-3.4,7.04,-0.1,0,0,0,0,,huskaad01,
2021-22,Jack LaFontaine,24,CAR,G,2,1,0,1,0,9,41,32,0.78,7.2,0,74.95,0,0,1,236,-5.2,7.2,-0.3,0,0,0,0,,lafonja01,
2021-22,Keith Kinkaid,32,NYR,G,1,1,1,0,0,2,31,29,0.935,2,0,60,1,1,0,69,0.9,2,0.3,0,0,0,0,,kinkake01,
2021-22,Cory Schneider,35,NYI,G,1,1,1,0,0,3,30,27,0.9,3,0,60,0,0,0,108,-0.2,3,0.1,0,0,0,0,,schneco01,
2021-22,Alex Stalock,34,SJS,G,1,1,0,1,0,6,28,22,0.786,7.81,0,46.11666667,0,0,1,230,-3.4,7.81,-0.2,0,0,0,0,,staloal01,
2021-22,Magnus Hellberg,30,DET,G,1,1,1,0,0,3,23,20,0.87,3,0,60,0,0,0,140,-0.9,3,0,0,0,0,0,,hellbma01,
2021-22,Michael DiPietro,22,VAN,G,1,1,0,1,0,3,17,14,0.824,3.14,0,57.35,0,0,1,190,-1.4,3.14,-0.1,0,0,0,0,,dipiemi01,
2021-22,Hugo Alnefelt,20,TBL,G,1,0,0,0,0,3,10,7,0.7,9,0,20,0,,0,323,-2.1,9,-0.2,0,0,0,0,,alnefhu01,
2021-22,Michael McNiven,24,MTL,G,1,0,0,0,0,3,7,4,0.571,9,0,20,0,,0,461,-2.3,9,-0.2,0,0,0,0,,mcnivmi01,
2021-22,Thomas Hodges,28,ANA,G,1,0,0,1,0,1,3,2,0.667,3.11,0,19.26666667,0,,0,358,-0.7,3.11,-0.1,0,0,0,0,,hodgeth01,
2022-23,Juuse Saros,27,NSH,G,64,63,33,23,7,171,2099,1928,0.919,2.69,2,3809.983333,40,0.635,9,85,30,2.72,14.9,0,1,1,0,"ASG, ASnhl-4, Hart-20, Vezina-4",sarosju01,
2022-23,Connor Hellebuyck,29,WPG,G,64,64,37,25,2,157,1964,1807,0.92,2.49,4,3777.966667,44,0.688,6,83,31.1,2.51,14.3,0,0,0,0,"ASG, ASnhl-3, Byng-37, Hart-11, Vezina-3",helleco01,
2022-23,John Gibson,29,ANA,G,53,52,14,31,8,200,1983,1783,0.899,3.99,1,3004.916667,25,0.481,13,105,-10.1,4.07,10.2,0,2,2,12,,gibsojo02,
2022-23,Alexandar Georgiev,26,COL,G,62,62,40,16,6,156,1904,1748,0.918,2.53,5,3700.333333,41,0.661,6,86,26.3,2.55,13.4,0,1,1,0,"ASnhl-6, Vezina-7",georgal01,
2022-23,Andrei Vasilevskiy,28,TBL,G,60,60,34,22,4,159,1875,1716,0.915,2.65,4,3596.416667,35,0.583,11,89,20.5,2.67,12.7,0,2,2,0,"ASG, ASnhl-9, Vezina-6",vasilan02,
2022-23,Ilya Sorokin,27,NYI,G,62,60,31,22,7,140,1838,1698,0.924,2.34,6,3587.066667,42,0.7,8,80,36,2.36,14.1,0,1,1,0,"ASG, ASnhl-2, Hart-9, Vezina-2",sorokil01,
2022-23,Jake Oettinger,24,DAL,G,62,61,37,11,11,144,1776,1632,0.919,2.37,5,3644.883333,39,0.639,8,85,26.1,2.39,12.7,0,1,1,2,"ASnhl-5, Vezina-5",oettija01,
2022-23,Jordan Binnington,29,STL,G,61,60,27,27,6,194,1826,1632,0.894,3.31,2,3516.05,27,0.45,13,111,-19.2,3.36,8.4,0,2,2,29,,binnijo01,
2022-23,Igor Shesterkin,27,NYR,G,58,58,37,13,8,144,1719,1575,0.916,2.48,3,3488.766667,35,0.603,6,87,20.6,2.49,11.8,0,1,1,2,"ASG, ASnhl-8, Vezina-8",shestig01,
2022-23,Darcy Kuemper,32,WSH,G,57,56,22,26,7,154,1674,1520,0.908,2.87,5,3223.783333,28,0.5,7,96,6.3,2.9,10.1,0,0,0,4,,kuempda01,
2022-23,Carter Hart,24,PHI,G,55,54,22,23,10,155,1665,1510,0.907,2.94,2,3163.766667,24,0.444,11,97,4.4,2.98,9.9,0,0,0,0,,hartca01,
2022-23,Karel Vejmelka,26,ARI,G,50,49,18,24,6,168,1670,1502,0.899,3.43,3,2940.833333,22,0.449,7,105,-8.1,3.47,8.6,0,0,0,2,,vejmeka01,
2022-23,Ville Husso,27,DET,G,56,56,26,22,7,167,1603,1436,0.896,3.11,4,3220.233333,26,0.464,17,109,-13.5,3.15,7.7,0,0,0,0,,hussovi01,
2022-23,Stuart Skinner,24,EDM,G,50,48,29,14,5,133,1536,1403,0.913,2.75,1,2903.083333,29,0.604,9,90,14.1,2.77,10.1,0,2,2,0,"ASG, AR-1, Calder-2",skinnst01,
2022-23,Jacob Markstrom,33,CGY,G,59,58,23,21,12,166,1542,1376,0.892,2.92,1,3410.833333,26,0.448,14,112,-18.4,2.96,6.9,0,2,2,14,,marksja02,
2022-23,Linus Ullmark,29,BOS,G,49,48,40,6,1,91,1457,1366,0.938,1.89,2,2882.2,43,0.896,1,65,48.5,1.89,13.2,1,0,1,2,"ASG, ASnhl-1, Byng-29, Hart-10, Jennings-1, Vezina-1",ullmali01,
2022-23,Sergei Bobrovsky,34,FLA,G,50,49,24,20,3,145,1466,1321,0.901,3.07,1,2834.366667,30,0.612,10,103,-4.6,3.11,7.8,0,0,0,2,,bobrose01,
2022-23,Tristan Jarry,27,PIT,G,47,47,24,13,7,128,1414,1286,0.909,2.9,2,2650.033333,27,0.574,5,95,7.4,2.92,8.8,0,2,2,2,,jarrytr01,
2022-23,Marc-Andre Fleury,38,MIN,G,46,45,24,16,4,126,1367,1241,0.908,2.85,2,2654.283333,26,0.578,8,96,4.9,2.87,8.2,0,1,1,2,Byng-20,fleurma01,
2022-23,Vitek Vanecek,27,NJD,G,52,48,33,11,4,119,1333,1214,0.911,2.45,3,2915.566667,32,0.667,9,93,8.6,2.47,8.4,0,3,3,2,,vanecvi01,
2022-23,Sam Montembeault,26,MTL,G,40,39,16,19,3,133,1345,1212,0.901,3.42,0,2333.85,21,0.538,8,103,-4.2,3.47,7.2,0,0,0,0,,montesa01,
2022-23,Jake Allen,32,MTL,G,42,41,15,24,3,145,1335,1190,0.891,3.55,1,2450.416667,20,0.488,10,113,-17.2,3.6,5.8,0,1,1,2,,allenja01,
2022-23,James Reimer,34,SJS,G,43,41,12,21,8,147,1335,1188,0.89,3.48,3,2538,18,0.439,11,115,-19.2,3.52,5.6,0,0,0,2,,reimeja01,
2022-23,Petr Mrazek,30,CHI,G,39,38,10,22,3,132,1248,1116,0.894,3.66,0,2165.166667,19,0.5,7,110,-12.5,3.71,5.8,0,2,2,4,,mrazepe01,
2022-23,Joonas Korpisalo,28,2TM,G,39,37,18,14,4,104,1206,1102,0.914,2.87,1,2171.95,24,0.649,3,90,11.5,2.9,8,0,0,0,0,,korpijo01,
2022-23,Filip Gustavsson,24,MIN,G,39,37,22,9,7,81,1173,1092,0.931,2.1,3,2310.933333,27,0.73,4,72,31.3,2.13,9.8,0,1,1,0,ASnhl-7,gustafi01,
2022-23,Ilya Samsonov,25,TOR,G,42,40,27,10,5,96,1184,1088,0.919,2.33,4,2475.6,27,0.675,7,85,17.4,2.35,8.5,0,2,2,0,,samsoil01,
2022-23,Logan Thompson,25,VEG,G,37,36,21,13,3,96,1132,1036,0.915,2.65,2,2171.366667,20,0.556,1,89,12.4,2.68,7.7,0,0,0,2,"ASG, AR-2, Calder-8",thomplo01,
2022-23,Casey DeSmith,31,PIT,G,38,33,15,16,4,109,1142,1033,0.905,3.17,0,2065.95,16,0.485,7,100,0.3,3.19,6.5,0,0,0,2,,desmica01,
2022-23,Martin Jones,33,SEA,G,48,42,27,13,3,131,1145,1014,0.886,2.99,3,2625.65,20,0.476,14,119,-21.4,3.02,4.3,0,0,0,0,,jonesma02,
2022-23,Kaapo Kahkonen,26,SJS,G,37,37,9,20,7,135,1149,1014,0.883,3.85,1,2106.25,14,0.378,12,123,-25,3.9,4,0,0,0,0,,kahkoka01,
2022-23,Jonathan Quick,37,2TM,G,41,36,16,15,6,127,1080,953,0.882,3.41,2,2234.75,14,0.389,10,123,-23.6,3.44,3.7,0,0,0,4,,quickjo01,
2022-23,Ukko-Pekka Luukkonen,23,BUF,G,33,32,17,11,4,115,1054,939,0.891,3.61,0,1910.216667,13,0.406,7,114,-14.1,3.67,4.5,0,1,1,2,,luukkuk01,
2022-23,Jack Campbell,31,EDM,G,36,34,21,9,4,115,1027,912,0.888,3.41,1,2026.383333,12,0.353,8,117,-16.7,3.46,4.1,0,1,1,2,,campbja01,
2022-23,Thatcher Demko,27,VAN,G,32,32,14,14,4,99,1005,906,0.901,3.16,1,1878.516667,14,0.438,6,103,-2.8,3.19,5.4,0,1,1,4,,demkoth01,
2022-23,Jeremy Swayman,24,BOS,G,37,33,24,6,4,76,953,877,0.92,2.27,4,2012.983333,21,0.636,4,83,15.3,2.3,6.9,0,0,0,2,"ASnhl-9, Byng-33, Jennings-1",swaymje01,
2022-23,Connor Ingram,25,ARI,G,27,26,6,13,8,89,960,871,0.907,3.37,1,1586.666667,15,0.577,4,97,2.9,3.4,5.7,0,0,0,2,,ingraco01,
2022-23,Pheonix Copley,31,LAK,G,37,35,24,6,3,92,947,855,0.903,2.64,1,2089.483333,21,0.6,8,101,-1.3,2.67,5.2,0,1,1,19,,copleph01,
2022-23,Joonas Korpisalo,28,CBJ,G,28,26,11,11,3,82,926,844,0.911,3.17,0,1550.95,16,0.615,2,92,6.7,3.21,5.9,0,0,0,0,,korpijo01,
2022-23,Cam Talbot,35,OTT,G,36,32,17,14,2,95,935,840,0.898,2.93,1,1947,21,0.656,9,106,-5.5,2.96,4.7,0,0,0,0,,talboca01,
2022-23,Philipp Grubauer,31,SEA,G,39,36,17,14,4,98,930,832,0.895,2.85,0,2065.616667,22,0.611,11,110,-9,2.88,4.4,0,1,1,0,,grubaph01,
2022-23,Elvis Merzlikins,28,CBJ,G,30,27,7,18,2,110,889,779,0.876,4.23,0,1560.2,8,0.296,6,129,-24.9,4.31,2.5,0,1,1,4,,merzlel01,
2022-23,Frederik Andersen,33,CAR,G,34,33,21,11,1,82,849,767,0.903,2.48,1,1984.35,17,0.515,6,101,-0.7,2.51,4.7,0,1,1,0,,anderfr01,
2022-23,Charlie Lindgren,29,WSH,G,31,26,13,11,3,86,853,767,0.899,3.05,0,1692.066667,14,0.538,4,105,-4.3,3.08,4.4,0,1,1,0,,lindgch01,
2022-23,Craig Anderson,41,BUF,G,26,24,11,11,2,76,823,747,0.908,3.06,1,1490.033333,12,0.5,5,96,2.8,3.1,4.9,0,1,1,2,,andercr01,
2022-23,Anton Forsberg,30,OTT,G,28,25,11,11,2,80,817,737,0.902,3.26,2,1471.716667,12,0.48,6,102,-1.8,3.3,4.4,0,0,0,2,,forsban01,
2022-23,Alex Stalock,35,CHI,G,27,24,9,15,2,74,804,730,0.908,3.01,2,1475.333333,13,0.542,2,96,3,3.05,4.9,0,0,0,16,,staloal01,
2022-23,Spencer Martin,27,VAN,G,29,27,11,15,1,107,830,723,0.871,3.99,0,1610.183333,8,0.296,9,135,-27.5,4.06,1.9,0,0,0,0,,martisp01,
2022-23,Jonathan Quick,37,LAK,G,31,27,11,13,4,99,798,699,0.876,3.5,1,1698.383333,10,0.37,8,130,-22.6,3.53,2.2,0,0,0,2,,quickjo01,
2022-23,Matt Murray,28,TOR,G,26,26,14,8,2,74,761,687,0.903,3.01,1,1473.166667,13,0.5,8,102,-1.1,3.05,4.2,0,0,0,0,,murrama02,
2022-23,Adin Hill,26,VEG,G,27,25,16,7,1,61,721,660,0.915,2.45,0,1490.9,16,0.64,4,88,8,2.5,4.9,0,1,1,2,,hillad01,
2022-23,Semyon Varlamov,34,NYI,G,23,22,11,9,2,60,689,629,0.913,2.7,2,1334.733333,14,0.636,4,91,6,2.74,4.5,0,0,0,0,,varlasi01,
2022-23,Jaroslav Halak,37,NYR,G,25,24,10,9,5,66,680,614,0.903,2.72,1,1453.933333,15,0.625,3,101,-0.9,2.76,3.8,0,1,1,0,,halakja01,
2022-23,Brian Elliott,37,TBL,G,22,22,12,8,2,75,689,614,0.891,3.4,2,1324.733333,9,0.409,5,114,-9,3.44,3,0,1,1,0,,elliobr01,
2022-23,Lukas Dostal,22,ANA,G,19,17,4,10,3,67,679,612,0.901,3.78,0,1062.716667,12,0.706,1,103,-2,3.84,3.6,0,0,0,0,,dostalu01,
2022-23,Daniel Vladar,25,CGY,G,27,23,14,6,5,71,667,596,0.894,2.87,0,1483.916667,10,0.435,4,111,-7.1,2.91,3.1,0,0,0,2,,vladada01,
2022-23,Antti Raanta,33,CAR,G,27,26,19,3,3,58,644,586,0.91,2.23,4,1561.216667,13,0.5,5,94,3.7,2.27,4,0,0,0,0,,raantan01,
2022-23,Pyotr Kochetkov,23,CAR,G,24,23,12,7,5,57,627,570,0.909,2.44,4,1403.933333,13,0.565,4,95,3,2.48,3.9,0,0,0,0,,kochepy01,
2022-23,Spencer Knight,21,FLA,G,21,19,9,8,3,62,627,565,0.901,3.18,1,1168.75,8,0.421,3,103,-2,3.23,3.4,0,1,1,0,,knighsp01,
2022-23,Thomas Greiss,37,STL,G,21,16,7,10,0,65,626,561,0.896,3.58,1,1089.35,6,0.375,4,108,-5.1,3.64,3,0,0,0,0,,greisth01,
2022-23,Scott Wedgewood,30,DAL,G,21,18,9,8,3,51,603,552,0.915,2.72,1,1126.766667,13,0.722,1,88,6.7,2.77,4.1,0,0,0,0,,wedgesc01,
2022-23,Kevin Lankinen,27,NSH,G,19,18,9,8,1,49,583,534,0.916,2.75,0,1069.166667,11,0.611,3,88,6.8,2.81,4,0,0,0,2,,lankike01,
2022-23,Eric Comrie,27,BUF,G,19,19,9,9,1,68,594,526,0.886,3.67,1,1111.983333,8,0.421,5,120,-11.1,3.72,2.2,0,1,1,2,,comrier01,
2022-23,Felix Sandstrom,26,PHI,G,20,18,3,12,3,69,575,506,0.88,3.72,0,1112.85,5,0.278,4,125,-13.9,3.77,1.8,0,0,0,0,,sandsfe01,
2022-23,Mackenzie Blackwood,26,NJD,G,22,20,10,6,2,60,563,503,0.893,3.2,0,1125.55,11,0.55,5,111,-6.1,3.25,2.6,0,0,0,2,,blackma01,
2022-23,Daniil Tarasov,23,CBJ,G,17,16,4,11,1,57,528,471,0.892,3.91,0,874.1333333,6,0.375,5,113,-6.4,3.98,2.3,0,1,1,0,,tarasda02,
2022-23,Mads Sogaard,22,OTT,G,19,17,8,6,3,58,524,466,0.889,3.32,0,1047.5,8,0.471,4,116,-7.8,3.38,2.2,0,1,1,0,,sogaama01,
2022-23,Collin Delia,28,VAN,G,20,18,10,6,2,62,526,464,0.882,3.28,0,1135.666667,8,0.444,4,123,-11.6,3.33,1.8,0,1,1,0,,deliaco01,
2022-23,David Rittich,30,WPG,G,21,18,9,8,1,50,506,456,0.901,2.67,0,1121.683333,8,0.444,2,103,-1.6,2.73,2.7,0,0,0,2,,rittida01,
2022-23,Pavel Francouz,32,COL,G,16,16,8,7,1,42,493,451,0.915,2.61,1,964.5333333,9,0.563,3,89,5.2,2.61,3.3,0,1,1,0,,francpa01,
2022-23,Alex Lyon,30,FLA,G,15,14,9,4,2,43,488,445,0.912,2.89,1,893.1833333,10,0.714,2,92,3.7,2.89,3.1,0,0,0,0,,lyonal01,
2022-23,Anthony Stolarz,29,ANA,G,19,12,5,6,0,51,494,443,0.897,3.73,0,820.05,3,0.25,2,108,-3.7,3.8,2.4,0,0,0,0,,stolaan01,
2022-23,Alex Nedeljkovic,27,DET,G,15,13,5,7,2,49,466,417,0.895,3.53,0,832.6333333,5,0.385,2,110,-4.4,3.6,2.2,0,0,0,2,,nedelal01,
2022-23,Arvid Soderblom,23,CHI,G,15,13,2,10,2,48,453,405,0.894,3.45,0,835.2333333,6,0.462,2,111,-4.6,3.52,2.1,0,0,0,0,,soderar01,
2022-23,Magnus Hellberg,31,2TM,G,18,14,5,8,1,50,447,397,0.888,3.2,0,936.35,6,0.429,2,117,-7.2,3.27,1.8,0,0,0,0,,hellbma01,
2022-23,Michael Hutchinson,32,CBJ,G,16,10,2,6,3,54,432,378,0.875,4.29,0,755.45,2,0.2,2,131,-12.6,4.37,1.2,0,1,1,0,,hutchmi01,
2022-23,Akira Schmid,22,NJD,G,18,14,9,5,2,32,408,376,0.922,2.13,1,901.35,9,0.643,2,82,7.1,2.13,3,0,0,0,0,,schmiak01,
2022-23,Magnus Hellberg,31,DET,G,17,13,4,8,1,48,416,368,0.885,3.29,0,876.35,5,0.385,2,121,-8.2,3.35,1.5,0,0,0,0,,hellbma01,
2022-23,Laurent Brossoit,29,VEG,G,11,10,7,0,3,23,317,294,0.927,2.17,0,636.0333333,7,0.7,1,76,7.4,2.17,2.5,0,0,0,0,,brossla01,
2022-23,Samuel Ersson,23,PHI,G,12,10,6,3,0,33,327,294,0.899,3.07,1,644.9166667,5,0.5,2,105,-1.7,3.07,1.7,0,0,0,0,,erssosa01,
2022-23,Joonas Korpisalo,28,LAK,G,11,11,7,3,1,22,280,258,0.921,2.13,1,621,8,0.727,1,82,4.8,2.13,2.1,0,0,0,0,,korpijo01,
2022-23,Jonathan Quick,37,VEG,G,10,9,5,2,2,28,282,254,0.901,3.13,1,536.3666667,4,0.444,2,104,-1,3.13,1.5,0,0,0,2,,quickjo01,
2022-23,Calvin Petersen,28,LAK,G,10,9,5,3,2,34,257,223,0.868,3.75,0,543.4666667,3,0.333,3,138,-9.4,3.75,0.5,0,0,0,0,,peterca01,
2022-23,Erik Kallgren,26,TOR,G,10,9,3,2,4,25,246,221,0.898,2.67,0,561.6666667,3,0.333,2,106,-1.4,2.67,1.2,0,0,0,0,,kallger01,
2022-23,Ivan Prosvetov,23,ARI,G,7,7,4,3,0,28,234,206,0.88,3.98,0,422.0333333,3,0.429,2,125,-5.6,3.98,0.8,0,0,0,0,,prosviv01,
2022-23,Joseph Woll,24,TOR,G,7,7,6,1,0,15,219,204,0.932,2.16,0,416.4333333,6,0.857,0,72,6,2.16,1.8,0,0,0,0,,wolljo01,
2022-23,Devon Levi,21,BUF,G,7,7,5,2,0,21,222,201,0.905,2.94,0,429.0166667,5,0.714,1,99,0.3,2.94,1.3,0,0,0,0,,levide01,
2022-23,Jaxson Stauber,23,CHI,G,6,6,5,1,0,17,191,174,0.911,2.81,0,363.5,4,0.667,0,93,1.3,2.81,1.2,0,0,0,0,,staubja01,
2022-23,Joel Hofer,22,STL,G,6,6,3,1,1,17,179,162,0.905,3.22,0,317.2,3,0.5,1,99,0.1,3.22,1,0,0,0,0,,hoferjo01,
2022-23,Arturs Silovs,21,VAN,G,5,5,3,2,0,14,152,138,0.908,2.75,0,305.9333333,4,0.8,1,96,0.6,2.75,0.9,0,0,0,0,,silovar01,
2022-23,Joey Daccord,26,SEA,G,5,4,2,1,1,13,130,117,0.9,3.14,0,248.1333333,1,0.25,0,104,-0.6,3.14,0.7,0,0,0,0,,daccojo01,
2022-23,Kevin Mandolese,22,OTT,G,3,3,1,2,0,10,119,109,0.916,3.29,0,182.2,2,0.667,0,88,1.4,3.29,0.8,0,0,0,0,,mandoke01,
2022-23,Dustin Tokarski,33,PIT,G,4,2,1,2,0,12,117,105,0.897,3.44,0,209.4,1,0.5,0,107,-0.8,3.44,0.6,0,0,0,0,,tokardu01,
2022-23,Aaron Dell,33,SJS,G,4,3,0,3,0,9,103,94,0.913,2.71,0,199.2833333,2,0.667,0,91,0.9,2.71,0.7,0,0,0,0,,dellaa01,
2022-23,Dylan Ferguson,24,OTT,G,2,2,1,1,0,5,83,78,0.94,2.52,0,118.8666667,1,0.5,0,63,2.9,2.52,0.8,0,0,0,0,,fergudy01,
2022-23,Jonas Johansson,27,COL,G,3,2,2,0,0,5,73,68,0.932,2.1,0,142.95,1,0.5,0,72,2,2.1,0.6,0,0,0,0,,johanjo03,
2022-23,Jiri Patera,23,VEG,G,2,2,2,0,0,5,70,65,0.929,2.5,0,120,2,1,0,75,1.7,2.5,0.6,0,0,0,0,,paterji01,
2022-23,Jon Gillies,29,CBJ,G,3,2,1,1,0,9,66,57,0.864,4.57,0,118.15,0,0,0,142,-2.7,4.57,0.1,0,0,0,0,,gillijo01,
2022-23,Matt Murray,24,DAL,G,3,3,1,2,0,10,64,54,0.844,3.39,0,177.0333333,1,0.333,1,163,-3.9,3.39,0,0,0,0,0,,murrama03,
2022-23,Jet Greaves,21,CBJ,G,1,1,0,1,0,3,49,46,0.939,3.05,0,58.95,1,1,0,64,1.7,3.05,0.4,0,0,0,0,,greavje01,
2022-23,Cayden Primeau,23,MTL,G,3,2,0,2,0,8,54,46,0.852,3.46,0,138.5833333,1,0.5,1,155,-2.8,3.46,0,0,0,0,0,,primeca01,
2022-23,Leevi Merilainen,20,OTT,G,2,2,0,1,1,6,49,43,0.878,4.23,0,85.08333333,1,0.5,1,128,-1.3,4.23,0.1,0,0,0,0,,merille01,
2022-23,Justus Annunen,22,COL,G,2,2,1,1,0,7,48,41,0.854,3.58,0,117.3333333,1,0.5,1,152,-2.4,3.58,0,0,0,0,0,,annunju01,
2022-23,Keith Kinkaid,33,2TM,G,2,1,1,0,0,2,40,38,0.95,1.37,0,87.85,1,1,0,52,1.8,1.37,0.4,0,0,0,0,,kinkake01,
2022-23,Olle Eriksson Ek,23,ANA,G,1,1,0,0,1,5,39,34,0.872,4.69,0,63.98333333,0,0,0,134,-1.3,4.69,0.1,0,0,0,0,,eriksol01,
2022-23,Yaroslav Askarov,20,NSH,G,1,1,0,1,0,4,35,31,0.886,4.15,0,57.83333333,0,0,0,119,-0.6,4.15,0.1,0,0,0,0,,askarya01,
2022-23,Keith Kinkaid,33,BOS,G,1,1,1,0,0,1,31,30,0.968,1,0,59.9,1,1,0,34,2,1,0.4,0,0,0,0,,kinkake01,
2022-23,Magnus Hellberg,31,OTT,G,1,1,1,0,0,2,31,29,0.935,2,0,60,1,1,0,67,1,2,0.3,0,0,0,0,,hellbma01,
2022-23,Eetu Makiniemi,23,SJS,G,2,1,1,0,1,3,32,29,0.906,2.13,0,84.33333333,1,1,0,98,0.1,2.13,0.2,0,0,0,0,,makinee01,
2022-23,Dustin Wolf,21,CGY,G,1,1,1,0,0,1,24,23,0.958,1,0,59.9,1,1,0,44,1.3,1,0.3,0,0,0,0,,wolfdu,
2022-23,Anton Khudobin,36,CHI,G,1,1,0,1,0,6,28,22,0.786,6,0,60,0,0,1,224,-3.3,6,-0.2,0,0,0,0,,khudoan01,
2022-23,Dylan Wells,25,CHI,G,1,0,0,0,0,1,13,12,0.923,3,0,20,0,,0,80,0.2,3,0.1,0,0,0,0,,wellsdy01,
2022-23,Keith Kinkaid,33,COL,G,1,0,0,0,0,1,9,8,0.889,2.15,0,27.95,0,,0,116,-0.1,2.15,0,0,0,0,0,,kinkake01,
2022-23,Matthew Berlin,,EDM,G,1,0,0,0,0,0,1,1,1,0,0,2.433333333,0,,0,0,0.1,0,0,0,0,0,0,,berlima01,
2022-23,Jett Alexander,23,TOR,G,1,0,0,0,0,0,0,0,,0,0,1.166666667,0,,0,,0,0,0,0,0,0,0,,alexaje01,
2023-24,Juuse Saros,28,NSH,G,64,64,35,24,5,173,1845,1672,0.906,2.86,3,3624.633333,35,0.547,11,97,5.3,2.95,11.1,0,2,2,2,"ASnhl-7, Vezina-5",sarosju01,
2023-24,Connor Hellebuyck,30,WPG,G,60,60,37,19,4,142,1798,1656,0.921,2.39,5,3567.333333,40,0.667,7,82,31.8,2.46,13.6,0,0,0,2,"ASG, ASnhl-1, Hart-6, Jennings-1, Vezina-1",helleco01,
2023-24,Ilya Sorokin,28,NYI,G,56,55,25,19,12,167,1822,1655,0.908,3.01,2,3325.983333,34,0.618,7,95,9.1,3.1,11.4,0,2,2,0,Vezina-8,sorokil01,
2023-24,Jordan Binnington,30,STL,G,57,55,28,21,5,156,1786,1630,0.913,2.84,3,3291.483333,33,0.6,7,90,16.6,2.93,11.9,0,3,3,8,ASnhl-5,binnijo01,
2023-24,Alexandar Georgiev,27,COL,G,63,62,38,18,5,183,1770,1587,0.897,3.02,2,3637.95,27,0.435,9,107,-11.9,3.12,9,0,2,2,4,"ASG, ASnhl-15",georgal01,
2023-24,Petr Mrazek,31,CHI,G,56,53,18,31,4,160,1724,1564,0.907,3.05,1,3152.666667,29,0.547,7,96,6.6,3.14,10.6,0,0,0,14,,mrazepe01,
2023-24,Igor Shesterkin,28,NYR,G,55,55,36,17,2,141,1606,1465,0.912,2.58,4,3277.1,32,0.582,10,91,14.2,2.65,10.7,0,1,1,6,"ASG, ASnhl-4, Vezina-4",shestig01,
2023-24,Sergei Bobrovsky,35,FLA,G,58,58,36,17,4,135,1584,1449,0.915,2.37,6,3414.233333,37,0.638,7,88,18.1,2.44,10.9,0,2,2,4,"ASG, ASnhl-3, Vezina-3",bobrose01,
2023-24,Stuart Skinner,25,EDM,G,59,57,36,16,5,147,1553,1406,0.905,2.62,2,3361.35,35,0.614,11,98,3.1,2.7,9.2,0,0,0,0,,skinnst01,
2023-24,Thatcher Demko,28,VAN,G,51,51,35,14,2,123,1492,1369,0.918,2.45,5,3015.883333,33,0.647,8,85,21.2,2.51,10.7,0,1,1,0,"ASG, ASnhl-2, Byng-71, Vezina-2",demkoth01,
2023-24,Cam Talbot,36,LAK,G,54,52,27,20,6,130,1490,1360,0.913,2.5,3,3116.116667,32,0.615,7,90,14,2.58,10,0,3,3,4,"ASG, ASnhl-15",talboca01,
2023-24,Joonas Korpisalo,29,OTT,G,55,49,21,26,4,168,1523,1355,0.89,3.27,0,3080.466667,22,0.449,11,114,-20.8,3.39,6.6,0,1,1,0,,korpijo01,
2023-24,Ukko-Pekka Luukkonen,24,BUF,G,54,51,27,22,4,132,1470,1338,0.91,2.57,5,3081.233333,34,0.667,6,93,10.1,2.65,9.5,0,1,1,8,ASnhl-12,luukkuk01,
2023-24,Jake Oettinger,25,DAL,G,54,53,35,14,4,140,1476,1336,0.905,2.72,3,3084.583333,29,0.547,10,98,2.7,2.8,8.7,0,0,0,2,"ASG, ASnhl-9",oettija01,
2023-24,Andrei Vasilevskiy,29,TBL,G,52,52,30,20,2,148,1477,1329,0.9,2.9,2,3062.866667,27,0.519,9,104,-5.2,3,7.9,0,2,2,2,ASnhl-10,vasilan02,
2023-24,Connor Ingram,26,ARI,G,50,48,23,21,3,136,1461,1325,0.907,2.91,6,2802.933333,27,0.563,11,96,5.2,3,8.9,0,3,3,0,,ingraco01,
2023-24,Charlie Lindgren,30,WSH,G,50,48,25,16,7,127,1431,1304,0.911,2.67,6,2852.383333,29,0.604,6,92,11.3,2.76,9.4,0,0,0,0,"ASnhl-11, Hart-12, Vezina-8",lindgch01,
2023-24,Joey Daccord,27,SEA,G,50,46,19,18,11,116,1374,1258,0.916,2.46,3,2832.783333,30,0.652,5,87,16.8,2.52,9.6,0,0,0,0,ASnhl-12,daccojo01,
2023-24,Jacob Markstrom,34,CGY,G,48,48,23,23,2,131,1379,1248,0.905,2.78,2,2831.116667,26,0.542,5,98,2.3,2.86,8.2,0,5,5,0,ASnhl-8,marksja02,
2023-24,Mackenzie Blackwood,27,SJS,G,44,41,10,25,4,140,1383,1243,0.899,3.45,2,2437.133333,24,0.585,10,105,-6.3,3.57,7.3,0,0,0,2,,blackma01,
