Season,Player,PlayerID,TeamID,Position,GP,G,A,PTS,SOG,S%,HIT,BLK,TOI,SAtt,PIM,EVG,PPG,SHG,EVA,PPA,SHA,G_GP,A_GP,PTS_GP,SOG_GP,HIT_GP,BLK_GP,TOI_GP,SAtt_GP,PIM_GP
2024-25,Alex Kerfoot,kerfoal01,ARI,F,21,3,3,6,32,0.09375,4,16,338.4333333,231,2,3,0,0,2,1,0,0.142857143,0.142857143,0.285714286,1.523809524,0.19047619,0.761904762,16.11587302,11,0.095238095
2024-25,Nick Schmaltz,schmani01,ARI,F,21,0,15,15,40,0,5,11,384.6166667,312,6,0,0,0,11,4,0,0,0.714285714,0.714285714,1.904761905,0.238095238,0.523809524,18.31507937,14.85714286,0.285714286
2024-25,Kevin Stenlund,stenlke01,ARI,F,21,1,2,3,26,0.038461538,19,13,300.6,161,8,1,0,0,2,0,0,0.047619048,0.095238095,0.142857143,1.238095238,0.904761905,0.619047619,14.31428571,7.666666667,0.380952381
2024-25,Jack McBain,mcbaija03,ARI,F,21,7,3,10,15,0.466666667,62,10,259.0666667,148,29,7,0,0,3,0,0,0.333333333,0.142857143,0.476190476,0.714285714,2.952380952,0.476190476,12.33650794,7.047619048,1.380952381
2024-25,Liam O'Brien,obrieli01,ARI,F,3,0,0,0,1,0,13,1,26.56666667,7,5,0,0,0,0,0,0,0,0,0,0.333333333,4.333333333,0.333333333,8.855555556,2.333333333,1.666666667
2024-25,Juuso Valimaki,valimju01,ARI,D,16,0,0,0,13,0,7,16,271.9166667,142,4,0,0,0,0,0,0,0,0,0,0.8125,0.4375,1,16.99479167,8.875,0.25
2024-25,Vladislav Kolyachonok,kolyavl01,ARI,D,13,1,3,4,5,0.2,8,8,170.1166667,91,2,1,0,0,3,0,0,0.076923077,0.230769231,0.307692308,0.384615385,0.615384615,0.615384615,13.08589744,7,0.153846154
2024-25,Matias Maccelli,maccema01,ARI,F,21,3,6,9,28,0.107142857,3,4,299.05,265,0,3,0,0,5,1,0,0.142857143,0.285714286,0.428571429,1.333333333,0.142857143,0.19047619,14.24047619,12.61904762,0
2024-25,Josh Doan,doanjo01,ARI,F,9,1,1,2,10,0.1,10,3,117.8166667,42,6,1,0,0,1,0,0,0.111111111,0.111111111,0.222222222,1.111111111,1.111111111,0.333333333,13.09074074,4.666666667,0.666666667
2024-25,Teuvo Teravainen,teravte01,CHI,F,21,5,5,10,41,0.12195122,2,11,362.9666667,227,2,1,4,0,2,3,0,0.238095238,0.238095238,0.476190476,1.952380952,0.095238095,0.523809524,17.28412698,10.80952381,0.095238095
2024-25,Nick Foligno,foligni01,CHI,F,21,6,3,9,35,0.171428571,66,10,362.1,221,11,5,1,0,3,0,0,0.285714286,0.142857143,0.428571429,1.666666667,3.142857143,0.476190476,17.24285714,10.52380952,0.523809524
2024-25,Connor Murphy,murphco02,CHI,D,21,0,8,8,18,0,30,46,426.0166667,233,21,0,0,0,8,0,0,0,0.380952381,0.380952381,0.857142857,1.428571429,2.19047619,20.28650794,11.0952381,1
2024-25,Jason Dickinson,dickija01,CHI,F,21,4,3,7,21,0.19047619,31,18,328.7666667,168,10,4,0,0,3,0,0,0.19047619,0.142857143,0.333333333,1,1.476190476,0.857142857,15.65555556,8,0.476190476
2024-25,Connor Bedard,bedarco01,CHI,F,21,3,12,15,55,0.054545455,8,14,407.65,296,8,3,0,0,6,6,0,0.142857143,0.571428571,0.714285714,2.619047619,0.380952381,0.666666667,19.41190476,14.0952381,0.380952381
2024-25,Alec Martinez,martial01,CHI,D,9,0,1,1,7,0,3,22,185.15,76,0,0,0,0,1,0,0,0,0.111111111,0.111111111,0.777777778,0.333333333,2.444444444,20.57222222,8.444444444,0
2024-25,Ilya Mikheyev,mikheil01,CHI,F,19,2,1,3,27,0.074074074,10,5,280.8166667,139,4,2,0,0,1,0,0,0.105263158,0.052631579,0.157894737,1.421052632,0.526315789,0.263157895,14.77982456,7.315789474,0.210526316
2024-25,Philipp Kurashev,kurasph01,CHI,F,18,3,1,4,21,0.142857143,5,9,286.45,163,10,2,1,0,1,0,0,0.166666667,0.055555556,0.222222222,1.166666667,0.277777778,0.5,15.91388889,9.055555556,0.555555556
2024-25,Taylor Hall,hallta02,CHI,F,20,2,4,6,43,0.046511628,13,18,303.9666667,238,4,2,0,0,3,1,0,0.1,0.2,0.3,2.15,0.65,0.9,15.19833333,11.9,0.2
2024-25,Ryan Donato,donatry01,CHI,F,19,8,3,11,48,0.166666667,36,4,275.3833333,228,2,8,0,0,2,1,0,0.421052632,0.157894737,0.578947368,2.526315789,1.894736842,0.210526316,14.49385965,12,0.105263158
2024-25,Seth Jones,jonesse01,CHI,D,17,2,8,10,38,0.052631579,22,34,437.1666667,282,8,0,2,0,6,2,0,0.117647059,0.470588235,0.588235294,2.235294118,1.294117647,2,25.71568627,16.58823529,0.470588235
2024-25,Tyler Bertuzzi,bertuty01,CHI,F,21,5,2,7,34,0.147058824,14,11,321.2833333,241,6,3,2,0,1,1,0,0.238095238,0.095238095,0.333333333,1.619047619,0.666666667,0.523809524,15.29920635,11.47619048,0.285714286
2024-25,Pat Maroon,maroopa01,CHI,F,18,1,5,6,17,0.058823529,31,2,214.35,150,18,1,0,0,5,0,0,0.055555556,0.277777778,0.333333333,0.944444444,1.722222222,0.111111111,11.90833333,8.333333333,1
2024-25,Alex Vlasic,vlasial01,CHI,D,21,0,8,8,24,0,12,55,493.9166667,269,2,0,0,0,4,4,0,0,0.380952381,0.380952381,1.142857143,0.571428571,2.619047619,23.51984127,12.80952381,0.095238095
2024-25,Tj Brodie,broditj01,CHI,D,18,0,3,3,8,0,7,22,278.5,149,6,0,0,0,3,0,0,0,0.166666667,0.166666667,0.444444444,0.388888889,1.222222222,15.47222222,8.277777778,0.333333333
2024-25,Craig Smith,smithcr01,CHI,F,19,5,3,8,32,0.15625,12,14,222.9333333,186,16,5,0,0,3,0,0,0.263157895,0.157894737,0.421052632,1.684210526,0.631578947,0.736842105,11.73333333,9.789473684,0.842105263
2024-25,Joey Anderson,anderjo08,CHI,F,12,0,1,1,13,0,8,9,175.1333333,75,0,0,0,0,1,0,0,0,0.083333333,0.083333333,1.083333333,0.666666667,0.75,14.59444444,6.25,0
2024-25,Nolan Allan,allanno01,CHI,D,17,0,4,4,8,0,15,12,233.5333333,139,10,0,0,0,4,0,0,0,0.235294118,0.235294118,0.470588235,0.882352941,0.705882353,13.7372549,8.176470588,0.588235294
2024-25,Leon Draisaitl,draisle01,EDM,F,22,16,14,30,60,0.266666667,4,10,467.5166667,436,10,13,2,0,10,4,0,0.727272727,0.636363636,1.363636364,2.727272727,0.181818182,0.454545455,21.25075758,19.81818182,0.454545455
2024-25,Derek Ryan,ryande01,EDM,F,20,0,2,2,12,0,10,11,198.7166667,136,12,0,0,0,2,0,0,0,0.1,0.1,0.6,0.5,0.55,9.935833333,6.8,0.6
2024-25,Ty Emberson,emberty01,EDM,D,20,0,1,1,21,0,32,23,296.7166667,183,7,0,0,0,1,0,0,0,0.05,0.05,1.05,1.6,1.15,14.83583333,9.15,0.35
2024-25,Jeff Skinner,skinnje01,EDM,F,22,4,3,7,61,0.06557377,16,6,302.0833333,236,2,4,0,0,3,0,0,0.181818182,0.136363636,0.318181818,2.772727273,0.727272727,0.272727273,13.73106061,10.72727273,0.090909091
2024-25,Evan Bouchard,bouchev01,EDM,D,22,6,9,15,59,0.101694915,6,41,525.6833333,502,6,6,0,0,6,3,0,0.272727273,0.409090909,0.681818182,2.681818182,0.272727273,1.863636364,23.89469697,22.81818182,0.272727273
2024-25,Travis Dermott,dermotr01,EDM,D,10,0,0,0,4,0,6,10,130.75,58,2,0,0,0,0,0,0,0,0,0,0.4,0.6,1,13.075,5.8,0.2
2024-25,Vasily Podkolzin,podkova01,EDM,F,22,1,5,6,31,0.032258065,50,13,281.1166667,263,11,1,0,0,5,0,0,0.045454545,0.227272727,0.272727273,1.409090909,2.272727273,0.590909091,12.7780303,11.95454545,0.5
2024-25,Mattias Ekholm,ekholma01,EDM,D,22,2,8,10,61,0.032786885,17,28,508.6166667,458,4,0,2,0,8,0,0,0.090909091,0.363636364,0.454545455,2.772727273,0.772727273,1.272727273,23.11893939,20.81818182,0.181818182
2024-25,Connor McDavid,mcdavco01,EDM,F,19,11,17,28,70,0.157142857,16,2,403,384,6,7,4,0,15,2,0,0.578947368,0.894736842,1.473684211,3.684210526,0.842105263,0.105263158,21.21052632,20.21052632,0.315789474
2024-25,Ryan Nugent-Hopkins,nugenry01,EDM,F,22,2,7,9,45,0.044444444,8,10,425.4666667,356,6,2,0,0,4,3,0,0.090909091,0.318181818,0.409090909,2.045454545,0.363636364,0.454545455,19.33939394,16.18181818,0.272727273
2024-25,Darnell Nurse,nurseda01,EDM,D,19,3,7,10,49,0.06122449,33,35,398.3333333,304,18,2,0,1,6,1,0,0.157894737,0.368421053,0.526315789,2.578947368,1.736842105,1.842105263,20.96491228,16,0.947368421
2024-25,Zach Hyman,hymanza01,EDM,F,20,3,5,8,50,0.06,18,6,383.7166667,354,12,2,1,0,3,2,0,0.15,0.25,0.4,2.5,0.9,0.3,19.18583333,17.7,0.6
2024-25,Brett Kulak,kulakbr01,EDM,D,22,4,4,8,36,0.111111111,7,27,423.0833333,309,6,4,0,0,4,0,0,0.181818182,0.181818182,0.363636364,1.636363636,0.318181818,1.227272727,19.23106061,14.04545455,0.272727273
2024-25,Viktor Arvidsson,arvidvi01,EDM,F,16,2,3,5,38,0.052631579,6,4,250.9333333,191,6,2,0,0,2,1,0,0.125,0.1875,0.3125,2.375,0.375,0.25,15.68333333,11.9375,0.375
2024-25,Adam Henrique,henriad01,EDM,F,22,2,4,6,35,0.057142857,18,23,320.1166667,207,6,2,0,0,4,0,0,0.090909091,0.181818182,0.272727273,1.590909091,0.818181818,1.045454545,14.55075758,9.409090909,0.272727273
2024-25,Connor Brown,brownco02,EDM,F,22,3,4,7,41,0.073170732,3,12,304.6166667,191,2,3,0,0,3,0,1,0.136363636,0.181818182,0.318181818,1.863636364,0.136363636,0.545454545,13.84621212,8.681818182,0.090909091
2024-25,Corey Perry,perryco01,EDM,F,22,4,2,6,20,0.2,10,6,256.15,191,14,4,0,0,1,1,0,0.181818182,0.090909091,0.272727273,0.909090909,0.454545455,0.272727273,11.64318182,8.681818182,0.636363636
2024-25,Mattias Janmark,janmama02,EDM,F,22,1,9,10,12,0.083333333,9,7,284.2666667,182,6,1,0,0,8,0,1,0.045454545,0.409090909,0.454545455,0.545454545,0.409090909,0.318181818,12.92121212,8.272727273,0.272727273
2024-25,Adam Lowry,lowryad01,WPG,F,21,4,10,14,26,0.153846154,37,19,318.9666667,227,9,4,0,0,8,0,2,0.19047619,0.476190476,0.666666667,1.238095238,1.761904762,0.904761905,15.18888889,10.80952381,0.428571429
2024-25,Mason Appleton,applema01,WPG,F,21,4,7,11,34,0.117647059,19,12,308.75,224,0,4,0,0,7,0,0,0.19047619,0.333333333,0.523809524,1.619047619,0.904761905,0.571428571,14.70238095,10.66666667,0
2024-25,Dylan Samberg,sambedy01,WPG,D,21,3,3,6,28,0.107142857,25,31,426.0666667,309,18,3,0,0,3,0,0,0.142857143,0.142857143,0.285714286,1.333333333,1.19047619,1.476190476,20.28888889,14.71428571,0.857142857
2024-25,Rasmus Kupari,kuparra01,WPG,F,20,2,0,2,25,0.08,15,7,198.9666667,106,6,2,0,0,0,0,0,0.1,0,0.1,1.25,0.75,0.35,9.948333333,5.3,0.3
2024-25,Kyle Connor,connoky01,WPG,F,21,13,13,26,76,0.171052632,2,10,411.25,356,11,9,3,1,11,2,0,0.619047619,0.619047619,1.238095238,3.619047619,0.095238095,0.476190476,19.58333333,16.95238095,0.523809524
2024-25,Mark Scheifele,scheima01,WPG,F,21,12,13,25,47,0.255319149,19,17,422.7833333,362,19,10,2,0,8,5,0,0.571428571,0.619047619,1.19047619,2.238095238,0.904761905,0.80952381,20.13253968,17.23809524,0.904761905
2024-25,Josh Morrissey,morrijo04,WPG,D,21,2,18,20,46,0.043478261,14,34,513.85,402,14,1,1,0,11,7,0,0.095238095,0.857142857,0.952380952,2.19047619,0.666666667,1.619047619,24.46904762,19.14285714,0.666666667
2024-25,Neal Pionk,pionkne01,WPG,D,21,3,14,17,38,0.078947368,32,35,444.8333333,335,16,1,2,0,10,3,1,0.142857143,0.666666667,0.80952381,1.80952381,1.523809524,1.666666667,21.18253968,15.95238095,0.761904762
2024-25,Nino Niederreiter,niedeni01,WPG,F,21,8,6,14,44,0.181818182,43,11,301.1833333,241,12,7,1,0,4,2,0,0.380952381,0.285714286,0.666666667,2.095238095,2.047619048,0.523809524,14.34206349,11.47619048,0.571428571
2024-25,Morgan Barron,barromo01,WPG,F,21,2,1,3,24,0.083333333,34,15,233.1833333,139,6,0,0,2,1,0,0,0.095238095,0.047619048,0.142857143,1.142857143,1.619047619,0.714285714,11.10396825,6.619047619,0.285714286
2024-25,Dylan Demelo,demeldy01,WPG,D,21,0,3,3,18,0,38,25,456.4166667,274,8,0,0,0,3,0,0,0,0.142857143,0.142857143,0.857142857,1.80952381,1.19047619,21.73412698,13.04761905,0.380952381
2024-25,Gabriel Vilardi,vilarga01,WPG,F,21,8,8,16,39,0.205128205,5,8,381.8,318,0,5,3,0,5,3,0,0.380952381,0.380952381,0.761904762,1.857142857,0.238095238,0.380952381,18.18095238,15.14285714,0
2024-25,Haydn Fleury,fleurha01,WPG,D,10,0,1,1,12,0,8,8,143.8,87,0,0,0,0,1,0,0,0,0.1,0.1,1.2,0.8,0.8,14.38,8.7,0
2024-25,Cole Perfetti,perfeco01,WPG,F,21,4,10,14,38,0.105263158,5,14,302.4166667,249,8,1,3,0,7,3,0,0.19047619,0.476190476,0.666666667,1.80952381,0.238095238,0.666666667,14.40079365,11.85714286,0.380952381
2024-25,Colin Miller,milleco02,WPG,D,21,2,5,7,25,0.08,29,14,288.1833333,203,16,2,0,0,5,0,0,0.095238095,0.238095238,0.333333333,1.19047619,1.380952381,0.666666667,13.72301587,9.666666667,0.761904762
2024-25,Alex Iafallo,iafalal01,WPG,F,21,2,4,6,21,0.095238095,12,14,241.2166667,134,2,0,2,0,1,3,0,0.095238095,0.19047619,0.285714286,1,0.571428571,0.666666667,11.48650794,6.380952381,0.095238095
2024-25,Nikolaj Ehlers,ehlerni01,WPG,F,21,9,14,23,57,0.157894737,8,4,335.4833333,303,2,7,2,0,10,4,0,0.428571429,0.666666667,1.095238095,2.714285714,0.380952381,0.19047619,15.97539683,14.42857143,0.095238095
2024-25,Vladislav Namestnikov,namesvl01,WPG,F,21,6,7,13,25,0.24,25,14,300.2333333,211,18,6,0,0,1,6,0,0.285714286,0.333333333,0.619047619,1.19047619,1.19047619,0.666666667,14.2968254,10.04761905,0.857142857
2024-25,Emil Heineman,heineem01,MTL,F,19,4,2,6,24,0.166666667,43,8,197.2166667,159,8,2,2,0,1,1,0,0.210526316,0.105263158,0.315789474,1.263157895,2.263157895,0.421052632,10.37982456,8.368421053,0.421052632
2024-25,Justin Barron,barroju01,MTL,D,9,1,0,1,10,0.1,13,9,141.4666667,34,6,1,0,0,0,0,0,0.111111111,0,0.111111111,1.111111111,1.444444444,1,15.71851852,3.777777778,0.666666667
2024-25,Josh Anderson,anderjo05,MTL,F,20,4,6,10,25,0.16,49,8,280,158,23,4,0,0,6,0,0,0.2,0.3,0.5,1.25,2.45,0.4,14,7.9,1.15
2024-25,Alex Barre-Boulet,barreal01,MTL,F,2,0,0,0,0,0,2,0,20.31666667,1,2,0,0,0,0,0,0,0,0,0,0,1,0,10.15833333,0.5,1
2024-25,Cole Caufield,caufico01,MTL,F,20,12,4,16,46,0.260869565,16,9,355.45,280,4,6,6,0,3,1,0,0.6,0.2,0.8,2.3,0.8,0.45,17.7725,14,0.2
2024-25,Alex Newhook,newhoal01,MTL,F,20,4,0,4,26,0.153846154,14,8,294.4833333,221,4,3,1,0,0,0,0,0.2,0,0.2,1.3,0.7,0.4,14.72416667,11.05,0.2
2024-25,Brendan Gallagher,gallabr01,MTL,F,20,8,4,12,40,0.2,15,11,288.8333333,213,4,5,3,0,3,1,0,0.4,0.2,0.6,2,0.75,0.55,14.44166667,10.65,0.2
2024-25,Joel Armia,armiajo01,MTL,F,20,2,7,9,26,0.076923077,25,12,293.0666667,198,12,1,0,1,4,3,0,0.1,0.35,0.45,1.3,1.25,0.6,14.65333333,9.9,0.6
2024-25,Nick Suzuki,suzukni01,MTL,F,20,7,12,19,45,0.155555556,21,17,398.1833333,295,4,6,1,0,8,4,0,0.35,0.6,0.95,2.25,1.05,0.85,19.90916667,14.75,0.2
2024-25,Jake Evans,evansja02,MTL,F,20,4,6,10,20,0.2,28,14,319.6833333,162,4,4,0,0,5,0,1,0.2,0.3,0.5,1,1.4,0.7,15.98416667,8.1,0.2
2024-25,Christian Dvorak,dvorach01,MTL,F,20,2,5,7,23,0.086956522,8,21,279.4,185,0,2,0,0,4,1,0,0.1,0.25,0.35,1.15,0.4,1.05,13.97,9.25,0
2024-25,Mike Matheson,mathemi01,MTL,D,20,1,12,13,29,0.034482759,6,48,481.8166667,330,17,0,1,0,6,6,0,0.05,0.6,0.65,1.45,0.3,2.4,24.09083333,16.5,0.85
2024-25,Juraj Slafkovsky,slafkju01,MTL,F,17,1,10,11,22,0.045454545,45,15,296.2333333,219,6,0,1,0,7,3,0,0.058823529,0.588235294,0.647058824,1.294117647,2.647058824,0.882352941,17.4254902,12.88235294,0.352941176
2024-25,Kirby Dach,dachki01,MTL,F,20,1,7,8,36,0.027777778,39,13,338.5,259,10,1,0,0,3,4,0,0.05,0.35,0.4,1.8,1.95,0.65,16.925,12.95,0.5
2024-25,Arber Xhekaj,xhekaar01,MTL,D,17,0,1,1,14,0,37,16,244.1333333,167,21,0,0,0,1,0,0,0,0.058823529,0.058823529,0.823529412,2.176470588,0.941176471,14.36078431,9.823529412,1.235294118
2024-25,Kaiden Guhle,guhleka01,MTL,D,15,2,4,6,19,0.105263158,21,41,319.15,193,8,2,0,0,4,0,0,0.133333333,0.266666667,0.4,1.266666667,1.4,2.733333333,21.27666667,12.86666667,0.533333333
2024-25,David Savard,savarda01,MTL,D,19,0,4,4,12,0,17,50,355.8333333,174,4,0,0,0,4,0,0,0,0.210526316,0.210526316,0.631578947,0.894736842,2.631578947,18.72807018,9.157894737,0.210526316
2024-25,Lane Hutson,hutsola01,MTL,D,20,0,11,11,19,0,15,28,458.5,300,12,0,0,0,7,4,0,0,0.55,0.55,0.95,0.75,1.4,22.925,15,0.6
2024-25,Oliver Ekman-Larsson,ekmanol01,TOR,D,21,1,7,8,39,0.025641026,32,23,441.5833333,326,20,1,0,0,7,0,0,0.047619048,0.333333333,0.380952381,1.857142857,1.523809524,1.095238095,21.02777778,15.52380952,0.952380952
2024-25,Jake McCabe,mccabja01,TOR,D,21,0,5,5,19,0,47,43,459.7666667,286,21,0,0,0,5,0,0,0,0.238095238,0.238095238,0.904761905,2.238095238,2.047619048,21.89365079,13.61904762,1
2024-25,Max Domi,domima01,TOR,F,19,0,6,6,23,0,6,11,290.6833333,210,21,0,0,0,6,0,0,0,0.315789474,0.315789474,1.210526316,0.315789474,0.578947368,15.29912281,11.05263158,1.105263158
2024-25,Conor Timmins,timmico01,TOR,D,19,1,3,4,15,0.066666667,11,23,318.3,229,8,1,0,0,3,0,0,0.052631579,0.157894737,0.210526316,0.789473684,0.578947368,1.210526316,16.75263158,12.05263158,0.421052632
2024-25,Max Pacioretty,pacioma01,TOR,F,13,2,4,6,24,0.083333333,39,5,158.2833333,148,6,2,0,0,4,0,0,0.153846154,0.307692308,0.461538462,1.846153846,3,0.384615385,12.17564103,11.38461538,0.461538462
2024-25,Auston Matthews,matthau01,TOR,F,13,5,6,11,55,0.090909091,6,19,270.6666667,208,4,4,1,0,3,3,0,0.384615385,0.461538462,0.846153846,4.230769231,0.461538462,1.461538462,20.82051282,16,0.307692308
2024-25,Matthew Knies,kniesma01,TOR,F,20,8,4,12,36,0.222222222,43,6,359.05,265,8,7,1,0,2,2,0,0.4,0.2,0.6,1.8,2.15,0.3,17.9525,13.25,0.4
2024-25,Mitch Marner,marnemi01,TOR,F,21,8,20,28,55,0.145454545,11,8,453.35,342,4,4,3,1,11,9,0,0.380952381,0.952380952,1.333333333,2.619047619,0.523809524,0.380952381,21.58809524,16.28571429,0.19047619
2024-25,Morgan Rielly,riellmo01,TOR,D,21,4,9,13,42,0.095238095,9,35,447.65,352,6,3,1,0,3,6,0,0.19047619,0.428571429,0.619047619,2,0.428571429,1.666666667,21.31666667,16.76190476,0.285714286
2024-25,John Tavares,tavarjo01,TOR,F,20,9,11,20,71,0.126760563,24,10,354.2,343,12,6,3,0,10,1,0,0.45,0.55,1,3.55,1.2,0.5,17.71,17.15,0.6
2024-25,Steven Lorentz,lorenst01,TOR,F,21,3,1,4,20,0.15,53,19,232.1666667,129,0,3,0,0,1,0,0,0.142857143,0.047619048,0.19047619,0.952380952,2.523809524,0.904761905,11.05555556,6.142857143,0
2024-25,William Nylander,nylanwi01,TOR,F,21,14,10,24,78,0.179487179,1,5,403.4166667,400,8,9,5,0,4,6,0,0.666666667,0.476190476,1.142857143,3.714285714,0.047619048,0.238095238,19.21031746,19.04761905,0.380952381
2024-25,Nicholas Robertson,roberni01,TOR,F,18,1,0,1,27,0.037037037,14,10,223.2166667,191,4,1,0,0,0,0,0,0.055555556,0,0.055555556,1.5,0.777777778,0.555555556,12.40092593,10.61111111,0.222222222
2024-25,Pontus Holmberg,holmbpo01,TOR,F,19,1,2,3,17,0.058823529,7,15,245.5666667,154,15,1,0,0,2,0,0,0.052631579,0.105263158,0.157894737,0.894736842,0.368421053,0.789473684,12.9245614,8.105263158,0.789473684
2024-25,Chris Tanev,tanevch01,TOR,D,21,0,4,4,10,0,5,68,405.25,243,10,0,0,0,4,0,0,0,0.19047619,0.19047619,0.476190476,0.238095238,3.238095238,19.29761905,11.57142857,0.476190476
2024-25,Simon Benoit,benoisi01,TOR,D,19,0,2,2,10,0,40,30,300.0833333,148,18,0,0,0,2,0,0,0,0.105263158,0.105263158,0.526315789,2.105263158,1.578947368,15.79385965,7.789473684,0.947368421
2024-25,Ryan Reaves,reavery01,TOR,F,16,0,1,1,7,0,44,2,125.6666667,62,23,0,0,0,1,0,0,0,0.0625,0.0625,0.4375,2.75,0.125,7.854166667,3.875,1.4375
2024-25,David Kampf,kampfda01,TOR,F,18,0,3,3,16,0,15,7,221.35,112,0,0,0,0,2,0,1,0,0.166666667,0.166666667,0.888888889,0.833333333,0.388888889,12.29722222,6.222222222,0
2024-25,Chris Kreider,kreidch01,NYR,F,19,9,0,9,52,0.173076923,24,4,329.85,276,10,4,3,2,0,0,0,0.473684211,0,0.473684211,2.736842105,1.263157895,0.210526316,17.36052632,14.52631579,0.526315789
2024-25,Filip Chytil,chytifi01,NYR,F,15,4,5,9,37,0.108108108,3,3,205.1166667,140,4,3,1,0,4,1,0,0.266666667,0.333333333,0.6,2.466666667,0.2,0.2,13.67444444,9.333333333,0.266666667
2024-25,Vincent Trocheck,trochvi01,NYR,F,19,4,6,10,46,0.086956522,66,16,408.7,328,12,3,1,0,2,4,0,0.210526316,0.315789474,0.526315789,2.421052632,3.473684211,0.842105263,21.51052632,17.26315789,0.631578947
2024-25,Alexis Lafreniere,lafreal01,NYR,F,19,8,8,16,41,0.195121951,22,6,332.8833333,283,2,6,2,0,8,0,0,0.421052632,0.421052632,0.842105263,2.157894737,1.157894737,0.315789474,17.52017544,14.89473684,0.105263158
2024-25,Sam Carrick,carrisa01,NYR,F,19,1,3,4,20,0.05,30,10,197.4166667,129,15,1,0,0,3,0,0,0.052631579,0.157894737,0.210526316,1.052631579,1.578947368,0.526315789,10.39035088,6.789473684,0.789473684
2024-25,Jacob Trouba,troubja01,NYR,D,19,0,6,6,41,0,27,56,390.25,246,17,0,0,0,6,0,0,0,0.315789474,0.315789474,2.157894737,1.421052632,2.947368421,20.53947368,12.94736842,0.894736842
2024-25,Will Cuylle,cuyllwi01,NYR,F,19,7,8,15,34,0.205882353,78,9,266.3666667,174,8,7,0,0,8,0,0,0.368421053,0.421052632,0.789473684,1.789473684,4.105263158,0.473684211,14.01929825,9.157894737,0.421052632
2024-25,Reilly Smith,smithre01,NYR,F,19,3,8,11,26,0.115384615,9,12,295.3166667,196,2,3,0,0,6,2,0,0.157894737,0.421052632,0.578947368,1.368421053,0.473684211,0.631578947,15.54298246,10.31578947,0.105263158
2024-25,Artemi Panarin,panarar01,NYR,F,19,12,14,26,67,0.179104478,5,3,372.6666667,361,4,8,4,0,10,4,0,0.631578947,0.736842105,1.368421053,3.526315789,0.263157895,0.157894737,19.61403509,19,0.210526316
2024-25,Kaapo Kakko,kakkoka01,NYR,F,19,3,8,11,29,0.103448276,10,5,251.6166667,168,14,3,0,0,7,1,0,0.157894737,0.421052632,0.578947368,1.526315789,0.526315789,0.263157895,13.24298246,8.842105263,0.736842105
2024-25,K'Andre Miller,milleka01,NYR,D,19,1,3,4,28,0.035714286,33,27,419.35,286,6,1,0,0,3,0,0,0.052631579,0.157894737,0.210526316,1.473684211,1.736842105,1.421052632,22.07105263,15.05263158,0.315789474
2024-25,Braden Schneider,schnebr01,NYR,D,19,2,5,7,27,0.074074074,24,32,318.8666667,197,6,2,0,0,5,0,0,0.105263158,0.263157895,0.368421053,1.421052632,1.263157895,1.684210526,16.78245614,10.36842105,0.315789474
2024-25,Mika Zibanejad,zibanmi01,NYR,F,19,4,10,14,37,0.108108108,3,14,347.0166667,273,6,4,0,0,6,3,1,0.210526316,0.526315789,0.736842105,1.947368421,0.157894737,0.736842105,18.26403509,14.36842105,0.315789474
2024-25,Adam Fox,foxad01,NYR,D,19,0,17,17,25,0,10,24,427.45,360,12,0,0,0,10,7,0,0,0.894736842,0.894736842,1.315789474,0.526315789,1.263157895,22.49736842,18.94736842,0.631578947
2024-25,Adam Edstrom,edstrad01,NYR,F,19,1,1,2,14,0.071428571,38,11,163.55,118,9,1,0,0,1,0,0,0.052631579,0.052631579,0.105263158,0.736842105,2,0.578947368,8.607894737,6.210526316,0.473684211
2024-25,Zac Jones,jonesza01,NYR,D,13,1,4,5,12,0.083333333,7,10,205.5,147,4,1,0,0,4,0,0,0.076923077,0.307692308,0.384615385,0.923076923,0.538461538,0.769230769,15.80769231,11.30769231,0.307692308
2024-25,Victor Mancini,mancivi01,NYR,D,10,1,3,4,13,0.076923077,7,12,154.1666667,54,2,1,0,0,3,0,0,0.1,0.3,0.4,1.3,0.7,1.2,15.41666667,5.4,0.2
2024-25,Jonny Brodzinski,brodzjo01,NYR,F,11,1,2,3,12,0.083333333,3,6,110.7166667,69,2,1,0,0,2,0,0,0.090909091,0.181818182,0.272727273,1.090909091,0.272727273,0.545454545,10.06515152,6.272727273,0.181818182
2024-25,Sidney Crosby,crosbsi01,PIT,F,23,8,13,21,72,0.111111111,27,12,467.0166667,447,15,6,2,0,8,5,0,0.347826087,0.565217391,0.913043478,3.130434783,1.173913043,0.52173913,20.30507246,19.43478261,0.652173913
2024-25,Marcus Pettersson,pettema01,PIT,D,23,1,8,9,25,0.04,21,39,514.8666667,363,19,1,0,0,8,0,0,0.043478261,0.347826087,0.391304348,1.086956522,0.913043478,1.695652174,22.38550725,15.7826087,0.826086957
2024-25,Drew O'Connor,oconndr01,PIT,F,23,3,3,6,38,0.078947368,18,22,368.7166667,264,14,3,0,0,2,1,0,0.130434783,0.130434783,0.260869565,1.652173913,0.782608696,0.956521739,16.03115942,11.47826087,0.608695652
2024-25,Anthony Beauvillier,beauvan01,PIT,F,23,6,3,9,48,0.125,35,10,306.2166667,231,4,6,0,0,2,1,0,0.260869565,0.130434783,0.391304348,2.086956522,1.52173913,0.434782609,13.31376812,10.04347826,0.173913043
