Season,Date,Game,GameID,Home,HomeID,G,Away,AwayID,GA
2023-24,10/24/2023,LAK vs ARI,202310240LAK,Los Angeles Kings,LAK,6,Arizona Coyotes,ARI,3
2023-24,10/24/2023,MIN vs EDM,202310240MIN,Minnesota Wild,MIN,7,Edmonton Oilers,EDM,4
2023-24,10/24/2023,TBL vs CAR,202310240TBL,Tampa Bay Lightning,TBL,3,Carolina Hurricanes,CAR,0
2023-24,10/24/2023,VEG vs PHI,202310240VEG,Vegas Golden Knights,VEG,3,Philadelphia Flyers,PHI,2
2023-24,10/24/2023,WPG vs STL,202310240WPG,Winnipeg Jets,WPG,4,St. Louis Blues,STL,2
2023-24,10/23/2023,BUF vs MTL,202310230BUF,Buffalo Sabres,BUF,1,Montreal Canadiens,MTL,3
2023-24,10/22/2023,ANA vs BOS,202310220ANA,Anaheim Ducks,ANA,1,Boston Bruins,BOS,3
2023-24,10/22/2023,DET vs CGY,202310220DET,Detroit Red Wings,DET,6,Calgary Flames,CGY,2
2023-24,10/21/2023,CHI vs VEG,202310210CHI,Chicago Blackhawks,CHI,3,Vegas Golden Knights,VEG,5
2023-24,10/21/2023,EDM vs WPG,202310210EDM,Edmonton Oilers,EDM,2,Winnipeg Jets,WPG,3
2023-24,10/21/2023,FLA vs VAN,202310210FLA,Florida Panthers,FLA,3,Vancouver Canucks,VAN,5
2023-24,10/21/2023,TBL vs TOR,202310210TBL,Tampa Bay Lightning,TBL,3,Toronto Maple Leafs,TOR,4
2023-24,10/21/2023,LAK vs BOS,202310210LAK,Los Angeles Kings,LAK,2,Boston Bruins,BOS,4
2023-24,10/21/2023,MIN vs CBJ,202310210MIN,Minnesota Wild,MIN,4,Columbus Blue Jackets,CBJ,5
2023-24,10/21/2023,OTT vs DET,202310210OTT,Ottawa Senators,OTT,2,Detroit Red Wings,DET,5
2023-24,10/21/2023,SEA vs NYR,202310210SEA,Seattle Kraken,SEA,1,New York Rangers,NYR,4
2023-24,10/21/2023,BUF vs NYI,202310210BUF,Buffalo Sabres,BUF,3,New York Islanders,NYI,1
2023-24,10/21/2023,DAL vs PHI,202310210DAL,Dallas Stars,DAL,5,Philadelphia Flyers,PHI,4
2023-24,10/21/2023,MTL vs WSH,202310210MTL,Montreal Canadiens,MTL,3,Washington Capitals,WSH,2
2023-24,10/21/2023,NSH vs SJS,202310210NSH,Nashville Predators,NSH,5,San Jose Sharks,SJS,1
2023-24,10/21/2023,ARI vs ANA,202310210ARI,Arizona Coyotes,ARI,2,Anaheim Ducks,ANA,1
2023-24,10/21/2023,COL vs CAR,202310210COL,Colorado Avalanche,COL,6,Carolina Hurricanes,CAR,4
2023-24,10/21/2023,STL vs PIT,202310210STL,St. Louis Blues,STL,4,Pittsburgh Penguins,PIT,2
2023-24,10/20/2023,NYI vs NJD,202310200NYI,New York Islanders,NYI,4,New Jersey Devils,NJD,5
2023-24,10/20/2023,CBJ vs CGY,202310200CBJ,Columbus Blue Jackets,CBJ,3,Calgary Flames,CGY,1
2023-24,10/19/2023,ANA vs DAL,202310190ANA,Anaheim Ducks,ANA,2,Dallas Stars,DAL,3
2023-24,10/19/2023,BUF vs CGY,202310190BUF,Buffalo Sabres,BUF,3,Calgary Flames,CGY,4
2023-24,10/19/2023,MIN vs LAK,202310190MIN,Minnesota Wild,MIN,3,Los Angeles Kings,LAK,7
2023-24,10/19/2023,NYR vs NSH,202310190NYR,New York Rangers,NYR,1,Nashville Predators,NSH,4
2023-24,10/19/2023,SJS vs BOS,202310190SJS,San Jose Sharks,SJS,1,Boston Bruins,BOS,3
2023-24,10/19/2023,STL vs ARI,202310190STL,St. Louis Blues,STL,2,Arizona Coyotes,ARI,6
2023-24,10/19/2023,WPG vs VEG,202310190WPG,Winnipeg Jets,WPG,3,Vegas Golden Knights,VEG,5
2023-24,10/19/2023,FLA vs TOR,202310190FLA,Florida Panthers,FLA,3,Toronto Maple Leafs,TOR,1
2023-24,10/19/2023,TBL vs VAN,202310190TBL,Tampa Bay Lightning,TBL,4,Vancouver Canucks,VAN,3
2023-24,10/19/2023,COL vs CHI,202310190COL,Colorado Avalanche,COL,4,Chicago Blackhawks,CHI,0
2023-24,10/19/2023,PHI vs EDM,202310190PHI,Philadelphia Flyers,PHI,4,Edmonton Oilers,EDM,1
2023-24,10/19/2023,SEA vs CAR,202310190SEA,Seattle Kraken,SEA,7,Carolina Hurricanes,CAR,4
2023-24,10/18/2023,DET vs PIT,202310180DET,Detroit Red Wings,DET,6,Pittsburgh Penguins,PIT,3
2023-24,10/18/2023,OTT vs WSH,202310180OTT,Ottawa Senators,OTT,6,Washington Capitals,WSH,1
2023-24,10/17/2023,MTL vs MIN,202310170MTL,Montreal Canadiens,MTL,2,Minnesota Wild,MIN,5
2023-24,10/17/2023,NSH vs EDM,202310170NSH,Nashville Predators,NSH,1,Edmonton Oilers,EDM,6
2023-24,10/17/2023,SEA vs COL,202310170SEA,Seattle Kraken,SEA,1,Colorado Avalanche,COL,4
2023-24,10/17/2023,SJS vs CAR,202310170SJS,San Jose Sharks,SJS,3,Carolina Hurricanes,CAR,6
2023-24,10/17/2023,WPG vs LAK,202310170WPG,Winnipeg Jets,WPG,1,Los Angeles Kings,LAK,5
2023-24,10/17/2023,BUF vs TBL,202310170BUF,Buffalo Sabres,BUF,3,Tampa Bay Lightning,TBL,2
2023-24,10/17/2023,PHI vs VAN,202310170PHI,Philadelphia Flyers,PHI,2,Vancouver Canucks,VAN,0
2023-24,10/17/2023,NYI vs ARI,202310170NYI,New York Islanders,NYI,1,Arizona Coyotes,ARI,0
2023-24,10/17/2023,VEG vs DAL,202310170VEG,Vegas Golden Knights,VEG,2,Dallas Stars,DAL,2
2023-24,10/16/2023,CBJ vs DET,202310160CBJ,Columbus Blue Jackets,CBJ,0,Detroit Red Wings,DET,4
2023-24,10/16/2023,NJD vs FLA,202310160NJD,New Jersey Devils,NJD,3,Florida Panthers,FLA,4
2023-24,10/16/2023,TOR vs CHI,202310160TOR,Toronto Maple Leafs,TOR,1,Chicago Blackhawks,CHI,4
2023-24,10/16/2023,NYR vs ARI,202310160NYR,New York Rangers,NYR,2,Arizona Coyotes,ARI,1
2023-24,10/16/2023,WSH vs CGY,202310160WSH,Washington Capitals,WSH,2,Calgary Flames,CGY,2
2023-24,10/15/2023,ANA vs CAR,202310150ANA,Anaheim Ducks,ANA,6,Carolina Hurricanes,CAR,3
2023-24,10/15/2023,OTT vs TBL,202310150OTT,Ottawa Senators,OTT,5,Tampa Bay Lightning,TBL,2
2023-24,10/14/2023,EDM vs VAN,202310140EDM,Edmonton Oilers,EDM,3,Vancouver Canucks,VAN,4
2023-24,10/14/2023,LAK vs CAR,202310140LAK,Los Angeles Kings,LAK,5,Carolina Hurricanes,CAR,5
2023-24,10/14/2023,SJS vs COL,202310140SJS,San Jose Sharks,SJS,1,Colorado Avalanche,COL,1
2023-24,10/14/2023,BOS vs NSH,202310140BOS,Boston Bruins,BOS,3,Nashville Predators,NSH,2
2023-24,10/14/2023,CBJ vs NYR,202310140CBJ,Columbus Blue Jackets,CBJ,5,New York Rangers,NYR,3
2023-24,10/14/2023,DET vs TBL,202310140DET,Detroit Red Wings,DET,6,Tampa Bay Lightning,TBL,4
2023-24,10/14/2023,OTT vs PHI,202310140OTT,Ottawa Senators,OTT,5,Philadelphia Flyers,PHI,2
2023-24,10/14/2023,MTL vs CHI,202310140MTL,Montreal Canadiens,MTL,3,Chicago Blackhawks,CHI,2
2023-24,10/14/2023,NYI vs BUF,202310140NYI,New York Islanders,NYI,3,Buffalo Sabres,BUF,2
2023-24,10/14/2023,PIT vs CGY,202310140PIT,Pittsburgh Penguins,PIT,5,Calgary Flames,CGY,2
2023-24,10/14/2023,STL vs SEA,202310140STL,St. Louis Blues,STL,1,Seattle Kraken,SEA,1
2023-24,10/14/2023,TOR vs MIN,202310140TOR,Toronto Maple Leafs,TOR,7,Minnesota Wild,MIN,4
2023-24,10/14/2023,VEG vs ANA,202310140VEG,Vegas Golden Knights,VEG,4,Anaheim Ducks,ANA,1
2023-24,10/14/2023,WPG vs FLA,202310140WPG,Winnipeg Jets,WPG,6,Florida Panthers,FLA,4
2023-24,10/13/2023,NJD vs ARI,202310130NJD,New Jersey Devils,NJD,3,Arizona Coyotes,ARI,3
2023-24,10/13/2023,WSH vs PIT,202310130WSH,Washington Capitals,WSH,0,Pittsburgh Penguins,PIT,4
2023-24,10/12/2023,BUF vs NYR,202310120BUF,Buffalo Sabres,BUF,1,New York Rangers,NYR,5
2023-24,10/12/2023,CBJ vs PHI,202310120CBJ,Columbus Blue Jackets,CBJ,2,Philadelphia Flyers,PHI,4
2023-24,10/12/2023,SJS vs VEG,202310120SJS,San Jose Sharks,SJS,1,Vegas Golden Knights,VEG,4
2023-24,10/12/2023,DAL vs STL,202310120DAL,Dallas Stars,DAL,1,St. Louis Blues,STL,1
2023-24,10/12/2023,NSH vs SEA,202310120NSH,Nashville Predators,NSH,3,Seattle Kraken,SEA,0
2023-24,10/12/2023,MIN vs FLA,202310120MIN,Minnesota Wild,MIN,2,Florida Panthers,FLA,0
2023-24,10/12/2023,NJD vs DET,202310120NJD,New Jersey Devils,NJD,4,Detroit Red Wings,DET,3
2023-24,10/11/2023,LAK vs COL,202310110LAK,Los Angeles Kings,LAK,2,Colorado Avalanche,COL,5
2023-24,10/11/2023,BOS vs CHI,202310110BOS,Boston Bruins,BOS,3,Chicago Blackhawks,CHI,1
2023-24,10/11/2023,CAR vs OTT,202310110CAR,Carolina Hurricanes,CAR,5,Ottawa Senators,OTT,3
2023-24,10/11/2023,CGY vs WPG,202310110CGY,Calgary Flames,CGY,5,Winnipeg Jets,WPG,3
2023-24,10/11/2023,TOR vs MTL,202310110TOR,Toronto Maple Leafs,TOR,5,Montreal Canadiens,MTL,5
2023-24,10/11/2023,VAN vs EDM,202310110VAN,Vancouver Canucks,VAN,8,Edmonton Oilers,EDM,1
2023-24,10/10/2023,PIT vs CHI,202310100PIT,Pittsburgh Penguins,PIT,2,Chicago Blackhawks,CHI,4
2023-24,10/10/2023,TBL vs NSH,202310100TBL,Tampa Bay Lightning,TBL,5,Nashville Predators,NSH,3
2023-24,10/10/2023,VEG vs SEA,202310100VEG,Vegas Golden Knights,VEG,4,Seattle Kraken,SEA,1
2022-23,4/14/2023,CBJ vs BUF,202304140CBJ,Columbus Blue Jackets,CBJ,2,Buffalo Sabres,BUF,5
2022-23,4/14/2023,NSH vs COL,202304140NSH,Nashville Predators,NSH,3,Colorado Avalanche,COL,4
2022-23,4/13/2023,ANA vs LAK,202304130ANA,Anaheim Ducks,ANA,3,Los Angeles Kings,LAK,5
2022-23,4/13/2023,NYR vs TOR,202304130NYR,New York Rangers,NYR,2,Toronto Maple Leafs,TOR,3
2022-23,4/13/2023,SEA vs VEG,202304130SEA,Seattle Kraken,SEA,1,Vegas Golden Knights,VEG,3
2022-23,4/13/2023,FLA vs CAR,202304130FLA,Florida Panthers,FLA,4,Carolina Hurricanes,CAR,6
2022-23,4/13/2023,MTL vs BOS,202304130MTL,Montreal Canadiens,MTL,4,Boston Bruins,BOS,5
2022-23,4/13/2023,ARI vs VAN,202304130ARI,Arizona Coyotes,ARI,4,Vancouver Canucks,VAN,5
2022-23,4/13/2023,CHI vs PHI,202304130CHI,Chicago Blackhawks,CHI,2,Philadelphia Flyers,PHI,5
2022-23,4/13/2023,WSH vs NJD,202304130WSH,Washington Capitals,WSH,4,New Jersey Devils,NJD,5
2022-23,4/13/2023,BUF vs OTT,202304130BUF,Buffalo Sabres,BUF,4,Ottawa Senators,OTT,2
2022-23,4/13/2023,CBJ vs PIT,202304130CBJ,Columbus Blue Jackets,CBJ,3,Pittsburgh Penguins,PIT,2
2022-23,4/13/2023,COL vs WPG,202304130COL,Colorado Avalanche,COL,3,Winnipeg Jets,WPG,2
2022-23,4/13/2023,DAL vs STL,202304130DAL,Dallas Stars,DAL,1,St. Louis Blues,STL,0
2022-23,4/13/2023,EDM vs SJS,202304130EDM,Edmonton Oilers,EDM,5,San Jose Sharks,SJS,2
2022-23,4/13/2023,NSH vs MIN,202304130NSH,Nashville Predators,NSH,4,Minnesota Wild,MIN,3
2022-23,4/13/2023,TBL vs DET,202304130TBL,Tampa Bay Lightning,TBL,5,Detroit Red Wings,DET,0
2022-23,4/12/2023,STL vs DAL,202304120STL,St. Louis Blues,STL,2,Dallas Stars,DAL,5
2022-23,4/12/2023,CGY vs SJS,202304120CGY,Calgary Flames,CGY,3,San Jose Sharks,SJS,1
2022-23,4/12/2023,NYI vs MTL,202304120NYI,New York Islanders,NYI,4,Montreal Canadiens,MTL,2
2022-23,4/11/2023,ANA vs VAN,202304110ANA,Anaheim Ducks,ANA,1,Vancouver Canucks,VAN,3
2022-23,4/11/2023,MIN vs WPG,202304110MIN,Minnesota Wild,MIN,1,Winnipeg Jets,WPG,3
2022-23,4/11/2023,TBL vs TOR,202304110TBL,Tampa Bay Lightning,TBL,3,Toronto Maple Leafs,TOR,4
2022-23,4/11/2023,PIT vs CHI,202304110PIT,Pittsburgh Penguins,PIT,2,Chicago Blackhawks,CHI,4
2022-23,4/11/2023,COL vs EDM,202304110COL,Colorado Avalanche,COL,1,Edmonton Oilers,EDM,2
2022-23,4/11/2023,BOS vs WSH,202304110BOS,Boston Bruins,BOS,5,Washington Capitals,WSH,2
2022-23,4/11/2023,CAR vs DET,202304110CAR,Carolina Hurricanes,CAR,4,Detroit Red Wings,DET,1
2022-23,4/11/2023,NJD vs BUF,202304110NJD,New Jersey Devils,NJD,6,Buffalo Sabres,BUF,2
2022-23,4/11/2023,PHI vs CBJ,202304110PHI,Philadelphia Flyers,PHI,4,Columbus Blue Jackets,CBJ,3
2022-23,4/11/2023,VEG vs SEA,202304110VEG,Vegas Golden Knights,VEG,4,Seattle Kraken,SEA,1
2022-23,4/10/2023,ARI vs SEA,202304100ARI,Arizona Coyotes,ARI,1,Seattle Kraken,SEA,4
2022-23,4/10/2023,CHI vs MIN,202304100CHI,Chicago Blackhawks,CHI,1,Minnesota Wild,MIN,4
2022-23,4/10/2023,DET vs DAL,202304100DET,Detroit Red Wings,DET,1,Dallas Stars,DAL,6
2022-23,4/10/2023,FLA vs TOR,202304100FLA,Florida Panthers,FLA,1,Toronto Maple Leafs,TOR,2
2022-23,4/10/2023,CGY vs NSH,202304100CGY,Calgary Flames,CGY,2,Nashville Predators,NSH,2
2022-23,4/10/2023,NYR vs BUF,202304100NYR,New York Rangers,NYR,2,Buffalo Sabres,BUF,2
2022-23,4/10/2023,LAK vs VAN,202304100LAK,Los Angeles Kings,LAK,3,Vancouver Canucks,VAN,0
2022-23,4/10/2023,OTT vs CAR,202304100OTT,Ottawa Senators,OTT,3,Carolina Hurricanes,CAR,2
2022-23,4/10/2023,WPG vs SJS,202304100WPG,Winnipeg Jets,WPG,6,San Jose Sharks,SJS,2
2022-23,4/10/2023,WSH vs NYI,202304100WSH,Washington Capitals,WSH,5,New York Islanders,NYI,2
2022-23,4/9/2023,PHI vs BOS,202304090PHI,Philadelphia Flyers,PHI,2,Boston Bruins,BOS,5
2022-23,4/9/2023,ANA vs COL,202304090ANA,Anaheim Ducks,ANA,4,Colorado Avalanche,COL,5
2022-23,4/8/2023,CBJ vs NYR,202304080CBJ,Columbus Blue Jackets,CBJ,0,New York Rangers,NYR,4
2022-23,4/8/2023,DET vs PIT,202304080DET,Detroit Red Wings,DET,1,Pittsburgh Penguins,PIT,5
2022-23,4/8/2023,LAK vs COL,202304080LAK,Los Angeles Kings,LAK,3,Colorado Avalanche,COL,1
2022-23,4/8/2023,SJS vs EDM,202304080SJS,San Jose Sharks,SJS,1,Edmonton Oilers,EDM,6
2022-23,4/8/2023,WSH vs FLA,202304080WSH,Washington Capitals,WSH,2,Florida Panthers,FLA,4
2022-23,4/8/2023,BOS vs NJD,202304080BOS,Boston Bruins,BOS,2,New Jersey Devils,NJD,1
2022-23,4/8/2023,BUF vs CAR,202304080BUF,Buffalo Sabres,BUF,4,Carolina Hurricanes,CAR,3
2022-23,4/8/2023,DAL vs VEG,202304080DAL,Dallas Stars,DAL,1,Vegas Golden Knights,VEG,1
2022-23,4/8/2023,MIN vs STL,202304080MIN,Minnesota Wild,MIN,5,St. Louis Blues,STL,3
2022-23,4/8/2023,NYI vs PHI,202304080NYI,New York Islanders,NYI,4,Philadelphia Flyers,PHI,0
2022-23,4/8/2023,OTT vs TBL,202304080OTT,Ottawa Senators,OTT,6,Tampa Bay Lightning,TBL,4
2022-23,4/8/2023,ARI vs ANA,202304080ARI,Arizona Coyotes,ARI,5,Anaheim Ducks,ANA,4
2022-23,4/8/2023,SEA vs CHI,202304080SEA,Seattle Kraken,SEA,7,Chicago Blackhawks,CHI,3
2022-23,4/8/2023,TOR vs MTL,202304080TOR,Toronto Maple Leafs,TOR,7,Montreal Canadiens,MTL,1
2022-23,4/8/2023,VAN vs CGY,202304080VAN,Vancouver Canucks,VAN,2,Calgary Flames,CGY,2
2022-23,4/8/2023,WPG vs NSH,202304080WPG,Winnipeg Jets,WPG,2,Nashville Predators,NSH,0
2022-23,4/6/2023,SJS vs COL,202304060SJS,San Jose Sharks,SJS,2,Colorado Avalanche,COL,6
2022-23,4/6/2023,DET vs BUF,202304060DET,Detroit Red Wings,DET,5,Buffalo Sabres,BUF,6
2022-23,4/6/2023,BOS vs TOR,202304060BOS,Boston Bruins,BOS,2,Toronto Maple Leafs,TOR,1
2022-23,4/6/2023,DAL vs PHI,202304060DAL,Dallas Stars,DAL,4,Philadelphia Flyers,PHI,1
2022-23,4/6/2023,FLA vs OTT,202304060FLA,Florida Panthers,FLA,7,Ottawa Senators,OTT,2
2022-23,4/6/2023,MTL vs WSH,202304060MTL,Montreal Canadiens,MTL,6,Washington Capitals,WSH,2
2022-23,4/6/2023,NYI vs TBL,202304060NYI,New York Islanders,NYI,6,Tampa Bay Lightning,TBL,1
2022-23,4/6/2023,NJD vs CBJ,202304060NJD,New Jersey Devils,NJD,8,Columbus Blue Jackets,CBJ,0
2022-23,4/6/2023,NSH vs CAR,202304060NSH,Nashville Predators,NSH,3,Carolina Hurricanes,CAR,0
2022-23,4/6/2023,PIT vs MIN,202304060PIT,Pittsburgh Penguins,PIT,4,Minnesota Wild,MIN,1
2022-23,4/6/2023,SEA vs ARI,202304060SEA,Seattle Kraken,SEA,4,Arizona Coyotes,ARI,1
2022-23,4/6/2023,STL vs NYR,202304060STL,St. Louis Blues,STL,3,New York Rangers,NYR,2
2022-23,4/6/2023,VAN vs CHI,202304060VAN,Vancouver Canucks,VAN,2,Chicago Blackhawks,CHI,0
2022-23,4/6/2023,VEG vs LAK,202304060VEG,Vegas Golden Knights,VEG,4,Los Angeles Kings,LAK,2
2022-23,4/5/2023,ANA vs EDM,202304050ANA,Anaheim Ducks,ANA,1,Edmonton Oilers,EDM,3
2022-23,4/5/2023,WPG vs CGY,202304050WPG,Winnipeg Jets,WPG,1,Calgary Flames,CGY,3
2022-23,4/5/2023,NYR vs TBL,202304050NYR,New York Rangers,NYR,6,Tampa Bay Lightning,TBL,3
2022-23,4/4/2023,CGY vs CHI,202304040CGY,Calgary Flames,CGY,3,Chicago Blackhawks,CHI,3
2022-23,4/4/2023,LAK vs EDM,202304040LAK,Los Angeles Kings,LAK,1,Edmonton Oilers,EDM,3
2022-23,4/4/2023,MTL vs DET,202304040MTL,Montreal Canadiens,MTL,0,Detroit Red Wings,DET,4
2022-23,4/4/2023,VAN vs SEA,202304040VAN,Vancouver Canucks,VAN,2,Seattle Kraken,SEA,5
2022-23,4/4/2023,SJS vs COL,202304040SJS,San Jose Sharks,SJS,3,Colorado Avalanche,COL,4
2022-23,4/4/2023,CAR vs OTT,202304040CAR,Carolina Hurricanes,CAR,3,Ottawa Senators,OTT,2
2022-23,4/4/2023,NJD vs PIT,202304040NJD,New Jersey Devils,NJD,5,Pittsburgh Penguins,PIT,1
2022-23,4/4/2023,NSH vs VEG,202304040NSH,Nashville Predators,NSH,3,Vegas Golden Knights,VEG,2
2022-23,4/4/2023,FLA vs BUF,202304040FLA,Florida Panthers,FLA,2,Buffalo Sabres,BUF,1
2022-23,4/4/2023,STL vs PHI,202304040STL,St. Louis Blues,STL,4,Philadelphia Flyers,PHI,2
2022-23,4/4/2023,TOR vs CBJ,202304040TOR,Toronto Maple Leafs,TOR,4,Columbus Blue Jackets,CBJ,2
2022-23,4/3/2023,MIN vs VEG,202304030MIN,Minnesota Wild,MIN,3,Vegas Golden Knights,VEG,3
2022-23,4/3/2023,DAL vs NSH,202304030DAL,Dallas Stars,DAL,5,Nashville Predators,NSH,1
2022-23,4/3/2023,SEA vs ARI,202304030SEA,Seattle Kraken,SEA,8,Arizona Coyotes,ARI,1
2022-23,4/2/2023,TOR vs DET,202304020TOR,Toronto Maple Leafs,TOR,2,Detroit Red Wings,DET,5
2022-23,4/2/2023,VAN vs LAK,202304020VAN,Vancouver Canucks,VAN,1,Los Angeles Kings,LAK,4
2022-23,4/2/2023,WSH vs NYR,202304020WSH,Washington Capitals,WSH,2,New York Rangers,NYR,5
2022-23,4/2/2023,STL vs BOS,202304020STL,St. Louis Blues,STL,3,Boston Bruins,BOS,3
2022-23,4/2/2023,CAR vs NYI,202304020CAR,Carolina Hurricanes,CAR,2,New York Islanders,NYI,1
2022-23,4/2/2023,CBJ vs OTT,202304020CBJ,Columbus Blue Jackets,CBJ,4,Ottawa Senators,OTT,2
2022-23,4/2/2023,CGY vs ANA,202304020CGY,Calgary Flames,CGY,3,Anaheim Ducks,ANA,3
2022-23,4/2/2023,PIT vs PHI,202304020PIT,Pittsburgh Penguins,PIT,4,Philadelphia Flyers,PHI,2
2022-23,4/2/2023,WPG vs NJD,202304020WPG,Winnipeg Jets,WPG,6,New Jersey Devils,NJD,1
2022-23,4/1/2023,ARI vs SJS,202304010ARI,Arizona Coyotes,ARI,2,San Jose Sharks,SJS,6
2022-23,4/1/2023,CBJ vs FLA,202304010CBJ,Columbus Blue Jackets,CBJ,0,Florida Panthers,FLA,6
2022-23,4/1/2023,CHI vs NJD,202304010CHI,Chicago Blackhawks,CHI,3,New Jersey Devils,NJD,6
2022-23,4/1/2023,OTT vs TOR,202304010OTT,Ottawa Senators,OTT,0,Toronto Maple Leafs,TOR,3
2022-23,4/1/2023,MTL vs CAR,202304010MTL,Montreal Canadiens,MTL,0,Carolina Hurricanes,CAR,2
2022-23,4/1/2023,PHI vs BUF,202304010PHI,Philadelphia Flyers,PHI,3,Buffalo Sabres,BUF,6
2022-23,4/1/2023,PIT vs BOS,202304010PIT,Pittsburgh Penguins,PIT,3,Boston Bruins,BOS,4
2022-23,4/1/2023,SEA vs LAK,202304010SEA,Seattle Kraken,SEA,1,Los Angeles Kings,LAK,3
2022-23,4/1/2023,COL vs DAL,202304010COL,Colorado Avalanche,COL,5,Dallas Stars,DAL,2
2022-23,4/1/2023,NSH vs STL,202304010NSH,Nashville Predators,NSH,6,St. Louis Blues,STL,1
2022-23,4/1/2023,EDM vs ANA,202304010EDM,Edmonton Oilers,EDM,6,Anaheim Ducks,ANA,0
2022-23,4/1/2023,TBL vs NYI,202304010TBL,Tampa Bay Lightning,TBL,5,New York Islanders,NYI,0
2022-23,4/1/2023,VEG vs MIN,202304010VEG,Vegas Golden Knights,VEG,4,Minnesota Wild,MIN,1
2022-23,3/31/2023,ARI vs DAL,202303310ARI,Arizona Coyotes,ARI,2,Dallas Stars,DAL,5
2022-23,3/31/2023,VAN vs CGY,202303310VAN,Vancouver Canucks,VAN,3,Calgary Flames,CGY,5
2022-23,3/31/2023,BUF vs NYR,202303310BUF,Buffalo Sabres,BUF,3,New York Rangers,NYR,2
2022-23,3/31/2023,WPG vs DET,202303310WPG,Winnipeg Jets,WPG,6,Detroit Red Wings,DET,2
2022-23,3/30/2023,CHI vs STL,202303300CHI,Chicago Blackhawks,CHI,3,St. Louis Blues,STL,4
2022-23,3/30/2023,MTL vs FLA,202303300MTL,Montreal Canadiens,MTL,1,Florida Panthers,FLA,5
2022-23,3/30/2023,BOS vs CBJ,202303300BOS,Boston Bruins,BOS,2,Columbus Blue Jackets,CBJ,1
2022-23,3/30/2023,EDM vs LAK,202303300EDM,Edmonton Oilers,EDM,2,Los Angeles Kings,LAK,0
2022-23,3/30/2023,NJD vs NYR,202303300NJD,New Jersey Devils,NJD,2,New York Rangers,NYR,1
2022-23,3/30/2023,OTT vs PHI,202303300OTT,Ottawa Senators,OTT,5,Philadelphia Flyers,PHI,4
2022-23,3/30/2023,SJS vs VEG,202303300SJS,San Jose Sharks,SJS,4,Vegas Golden Knights,VEG,3
2022-23,3/30/2023,TBL vs WSH,202303300TBL,Tampa Bay Lightning,TBL,5,Washington Capitals,WSH,1
2022-23,3/30/2023,DET vs CAR,202303300DET,Detroit Red Wings,DET,3,Carolina Hurricanes,CAR,2
2022-23,3/30/2023,PIT vs NSH,202303300PIT,Pittsburgh Penguins,PIT,2,Nashville Predators,NSH,0
2022-23,3/30/2023,SEA vs ANA,202303300SEA,Seattle Kraken,SEA,4,Anaheim Ducks,ANA,1
2022-23,3/29/2023,COL vs MIN,202303290COL,Colorado Avalanche,COL,2,Minnesota Wild,MIN,4
2022-23,3/29/2023,TOR vs FLA,202303290TOR,Toronto Maple Leafs,TOR,2,Florida Panthers,FLA,3
2022-23,3/29/2023,WSH vs NYI,202303290WSH,Washington Capitals,WSH,1,New York Islanders,NYI,1
2022-23,3/28/2023,BOS vs NSH,202303280BOS,Boston Bruins,BOS,1,Nashville Predators,NSH,2
2022-23,3/28/2023,CAR vs TBL,202303280CAR,Carolina Hurricanes,CAR,0,Tampa Bay Lightning,TBL,4
2022-23,3/28/2023,CHI vs DAL,202303280CHI,Chicago Blackhawks,CHI,1,Dallas Stars,DAL,4
2022-23,3/28/2023,VEG vs EDM,202303280VEG,Vegas Golden Knights,VEG,4,Edmonton Oilers,EDM,7
2022-23,3/28/2023,CGY vs LAK,202303280CGY,Calgary Flames,CGY,2,Los Angeles Kings,LAK,1
2022-23,3/28/2023,DET vs PIT,202303280DET,Detroit Red Wings,DET,7,Pittsburgh Penguins,PIT,3
2022-23,3/28/2023,SJS vs WPG,202303280SJS,San Jose Sharks,SJS,2,Winnipeg Jets,WPG,0
2022-23,3/28/2023,STL vs VAN,202303280STL,St. Louis Blues,STL,6,Vancouver Canucks,VAN,5
2022-23,3/28/2023,NYR vs CBJ,202303280NYR,New York Rangers,NYR,6,Columbus Blue Jackets,CBJ,2
2022-23,3/28/2023,PHI vs MTL,202303280PHI,Philadelphia Flyers,PHI,3,Montreal Canadiens,MTL,2
2022-23,3/27/2023,ANA vs COL,202303270ANA,Anaheim Ducks,ANA,0,Colorado Avalanche,COL,5
2022-23,3/27/2023,ARI vs EDM,202303270ARI,Arizona Coyotes,ARI,4,Edmonton Oilers,EDM,5
2022-23,3/27/2023,BUF vs MTL,202303270BUF,Buffalo Sabres,BUF,2,Montreal Canadiens,MTL,2
2022-23,3/27/2023,MIN vs SEA,202303270MIN,Minnesota Wild,MIN,5,Seattle Kraken,SEA,1
2022-23,3/27/2023,NYI vs NJD,202303270NYI,New York Islanders,NYI,5,New Jersey Devils,NJD,1
2022-23,3/27/2023,OTT vs FLA,202303270OTT,Ottawa Senators,OTT,4,Florida Panthers,FLA,2
2022-23,3/26/2023,CHI vs VAN,202303260CHI,Chicago Blackhawks,CHI,2,Vancouver Canucks,VAN,4
2022-23,3/26/2023,NSH vs TOR,202303260NSH,Nashville Predators,NSH,2,Toronto Maple Leafs,TOR,3
2022-23,3/26/2023,ARI vs COL,202303260ARI,Arizona Coyotes,ARI,3,Colorado Avalanche,COL,3
2022-23,3/26/2023,CAR vs BOS,202303260CAR,Carolina Hurricanes,CAR,3,Boston Bruins,BOS,3
